#Entity,Code,Year,Coal (% electricity),Gas (% electricity),Hydro (% electricity),Solar (% electricity),Wind (% electricity),Oil (% electricity),Nuclear (% electricity),Other renewables (% electricity)
Albania,ALB,2000,0,0,97.10976734652044,0,0,2.890232653479553,0,0
Albania,ALB,2001,0,0,96.46963358535878,0,0,3.530366414641234,0,0
Albania,ALB,2002,0,0,95.50728459357902,0,0,4.492715406420991,0,0
Albania,ALB,2003,0,0,98.0722863856424,0,0,1.9277136143576141,0,0
Albania,ALB,2004,0,0,97.62566304622395,0,0,2.3743369537762105,0,0
Albania,ALB,2005,0,0,98.77804189570642,0,0,1.221958104293567,0,0
Albania,ALB,2006,0,0,98.26493226051043,0,0,1.735067739489764,0,0
Albania,ALB,2007,0,0,97.60651841792564,0,0,2.393481582074351,0,0
Albania,ALB,2008,0,0,100,0,0,0,0,0
Albania,ALB,2009,0,0,100,0,0,0,0,0
Albania,ALB,2010,0,0,99.98078147334041,0.006673099534618047,0,0.012545427125081927,0,0
Albania,ALB,2011,0,0,98.6433370147627,0.019291332886417458,0,1.3373716523508903,0,0
Albania,ALB,2012,0,0,99.98076368183149,0.019236318168702547,0,0,0,0
Albania,ALB,2013,0,0,99.9854870755151,0.014512924484900028,0,0,0,0
Albania,ALB,2014,0,0,99.97862224654534,0.021377753454644956,0,0,0,0
Albania,ALB,2015,0,0,99.9828680583514,0.017131941648606746,0,0,0,0
Albania,ALB,2016,0,0,99.97404680399367,0.025953196006322198,0,0,0,0
Albania,ALB,2017,0,0,99.9776823076494,0.022317692350610947,0,0,0,0
Albania,ALB,2018,0,0,99.98819011087124,0.01180988912876086,0,0,0,0
Albania,ALB,2019,0,0,99.5749564330344,0.42504356696561396,0,0,0,0
Austria,AUT,2000,9.568526934551224,13.117252481781353,69.8974493501715,0.005394931634654437,0.11153089697730637,4.74643545639293,0,2.5534099484911885
Austria,AUT,2001,11.290336582410365,14.325443747245187,66.26362256173856,0.008740060351623634,0.17140575255179133,5.208671397808532,0,2.73177989789395
Austria,AUT,2002,10.896619423101365,15.337325508880639,66.28413924624043,0.014877601205380672,0.2303861385905321,4.731388609452134,0,2.5052634725296565
Austria,AUT,2003,14.53655615021581,19.221380180150337,57.18720789257006,0.02529563934134439,0.6409634711650097,5.548348494503993,0,2.84024817205346
Austria,AUT,2004,12.763371278300642,17.684655991300076,59.35596044675652,0.029753751539092124,1.507430841216608,5.567734533244168,0,3.0910931576430434
Austria,AUT,2005,11.112675252812172,20.202139935032736,57.52351512076621,0.0325926605478126,2.064414280907333,5.285362482318303,0,3.7793002676155525
Austria,AUT,2006,11.367198390724703,17.21847374050861,57.548960804402746,0.036132642872266106,2.8290098493772087,5.77489113320407,0,5.2253334389105355
Austria,AUT,2007,10.489942727783177,15.739215463744896,58.889705970347435,0.038520841025754204,3.237646650922151,5.149960547049351,0,6.455007799127381
Austria,AUT,2008,8.569694668624754,17.335634300305276,59.42838499226831,0.04669988850014005,3.1183757518302184,5.051400731526154,0,6.44980966694514
Austria,AUT,2009,5.669112665656239,18.61706672736198,61.685516764327986,0.07378043386334138,2.9473560050357475,4.554514524669769,0,6.452652879084791
Austria,AUT,2010,7.242024659731046,21.13107224349656,56.487320580390566,0.13077063161333122,3.0389620593336213,5.370150695215111,0,6.599699130219888
Austria,AUT,2011,8.72416347354747,19.975577354271557,54.99186449887238,0.27959184633913575,3.1099248263023296,5.593419037247724,0,7.325458963419544
Austria,AUT,2012,6.3871632871248485,14.13767060341721,63.82695602334947,0.4912575478792064,3.5850710388374454,4.759751021918119,0,6.812130477473695
Austria,AUT,2013,6.5215341303837855,10.297446429689655,65.0603888679024,0.9692834628975426,4.881354776384464,4.9980901535476905,0,7.271902179194595
Austria,AUT,2014,4.764811886620259,8.637639585296391,66.57119066432725,1.2747691629260571,6.243072744892256,5.125107887173758,0,7.383408068764174
Austria,AUT,2015,4.776501319574244,12.390727140215812,60.07589700305457,1.5151170965217688,7.82591906049671,5.9012635321013605,0,7.514574848035657
Austria,AUT,2016,3.1301837281120544,13.006707962356575,61.25323231398506,1.6795666021340447,8.022017080391326,5.582716666062387,0,7.3255756469585505
Austria,AUT,2017,2.606912478658346,16.185522238638505,56.79008716877041,1.88189910114945,9.74562905227442,5.492146250719002,0,7.297803709789876
Austria,AUT,2018,2.777101558282001,15.256642489364793,57.89912080902424,2.2115507991545336,9.276724908509618,4.99489178024193,0,7.5839676554228905
Austria,AUT,2019,2.2801351303550046,16.220188560828316,58.1331011757554,1.888577384328264,10.611035256380834,4.533257897402157,0,6.333704594950023
Austria,AUT,2020,1.0312800317371342,15.024435372632027,61.70915843108419,1.8203391875747883,9.883352244258726,4.676644159968389,0,5.854790572744872
Austria,AUT,1985,,,69.1032805658471,0,0,,0,0
Austria,AUT,1986,,,69.209072178801,0,0,,0,2.8833471435289906
Austria,AUT,1987,,,70.05026129300447,0,0,,0,1.793055940456867
