#Entity,Code,Year,Coal (% electricity),Gas (% electricity),Hydro (% electricity),Solar (% electricity),Wind (% electricity),Oil (% electricity),Nuclear (% electricity),Other renewables (% electricity)
Albania,ALB,2017,0.0,0.0,99.9776823076494,0.0223176923506109,0.0,0.0,0.0,0.0
Albania,ALB,2018,0.0,0.0,99.98819011087124,0.0118098891287608,0.0,0.0,0.0,0.0
Albania,ALB,2019,0.0,0.0,99.5749564330344,0.4250435669656139,0.0,0.0,0.0,0.0
Austria,AUT,2017,2.606912478658346,16.185522238638505,56.79008716877041,1.88189910114945,9.74562905227442,5.492146250719002,0.0,7.297803709789876
Austria,AUT,2018,2.777101558282001,15.256642489364792,57.89912080902424,2.2115507991545336,9.276724908509618,4.99489178024193,0.0,7.58396765542289
Austria,AUT,2019,2.2801351303550046,16.220188560828316,58.1331011757554,1.888577384328264,10.611035256380834,4.533257897402157,0.0,6.333704594950023
Belarus,BLR,2017,0.0,97.59290257165424,1.2343300112105484,0.2739535436352588,0.2985785812653945,0.0,0.0,0.600235292234556
Belarus,BLR,2018,0.0,97.81216375467542,0.8741969630404044,0.4823945082246901,0.2698138774816063,0.0,0.0,0.5614308965778879
Belarus,BLR,2019,0.0,97.24378571144491,0.9134705890151265,0.4799087908154472,0.4719545014649149,0.0,0.0,0.8908804072596149
Belgium,BEL,2017,0.1068329609654222,27.06493775128961,0.3174431546398299,3.8870038701973697,7.65542197844302,4.563495094968514,49.62831766880848,6.776547520687863
Belgium,BEL,2018,0.124081450706503,32.604201917078804,0.4260628126669086,5.30274922635963,10.144915718388113,5.113705088426707,38.86481101701941,7.41947276935392
Belgium,BEL,2019,0.1011035658691877,27.85974705288544,0.3389076607748602,4.295842852254136,10.367119037800927,4.288377601929129,46.97134529330573,5.777556935180666
Bosnia and Herzegovina,BIH,2017,75.54703965285525,0.0,24.271832099289487,0.1358461858919216,0.0064688659948534,0.0,0.0,0.0388131959691204
Bosnia and Herzegovina,BIH,2018,64.45011806440155,0.0,34.826367497100456,0.1151045697610429,0.5645605088279724,0.0,0.0,0.0438493599089687
Bosnia and Herzegovina,BIH,2019,61.23732767406639,0.0,36.9539111697755,0.1841498914641008,1.559135747729387,0.0,0.0,0.0654755169650132
Bulgaria,BGR,2017,46.56480935395993,4.280368093283117,6.2967153116223,3.123673783157891,3.348768704131293,0.8922752959932884,34.61174560477789,0.8816438530744828
Bulgaria,BGR,2018,40.09405953848066,4.333798188307581,11.058576239073624,2.8852530184954133,2.832282671704642,0.9406491029098364,34.64878008552195,3.206601155506465
Bulgaria,BGR,2019,39.7080803231517,5.11294399776509,6.702757926198996,3.356711997121161,2.9607458005261265,0.9958077664032952,37.80844852368211,3.3545036651517064
Croatia,HRV,2017,11.602111480752356,26.22462488967366,45.0420938285019,0.6679000611039504,10.217937402403509,1.7847443818317754,0.0,4.460587955733625
Croatia,HRV,2018,10.722115192984866,16.573292883663033,56.84285893546548,0.552861371302882,9.85702370144017,0.5056208802970283,0.0,4.946227034847273
Croatia,HRV,2019,12.90643646001556,20.68770935826484,46.69957911007788,0.6220840308625062,11.47056397721083,0.3440887368557509,0.0,7.269538326713425
Czechia,CZE,2017,48.31607950190784,4.311763723094642,2.1794617720464866,2.557074930872317,0.6890449491548439,3.117042428694873,33.03892176318367,5.79061093104543
Czechia,CZE,2018,47.43632758897688,4.341024904354178,1.875314211237316,2.715840856269648,0.7015374276832033,2.9218522098630486,34.44918115282223,5.558921648793604
Czechia,CZE,2019,44.149740937713965,6.734279287599265,2.1115276486006103,2.665172537576975,0.8077197158857421,2.800644998141105,35.4298103256186,5.301104548863737
Denmark,DNK,2017,20.00065460281784,6.5014494684638215,0.0575709003791157,2.420886803838609,47.61333487792124,3.2279360514899027,0.0,20.1781672950897
Denmark,DNK,2018,21.629877091187176,6.821039955610547,0.0489258420589411,3.1371959685395843,45.7549885874268,3.1881760243951054,0.0,19.41979653078185
Denmark,DNK,2019,14.101614201390635,6.202974188183445,0.0499190773901381,3.218114104052901,53.3318898687862,3.742549373901916,0.0,19.35293918629477
Estonia,EST,2017,0.1362493586216282,0.4877107723387828,0.2012774616001326,0.1121889605195816,5.597061720649841,85.43221083473544,0.0,8.033300891535276
Estonia,EST,2018,0.0,0.4692631807532192,0.1213611674361773,0.2492111119579423,5.145713499293921,83.43984798461982,0.0,10.574603055938924
Estonia,EST,2019,0.0,0.5456776974725247,0.1192679105018826,0.4176974358916865,8.936844988215183,73.64932920118267,0.0,16.331182766736045
Finland,FIN,2017,8.725685513064796,4.916298820746769,22.006350189514382,0.0722740620275418,7.143817204501316,5.978450283093894,33.48595411937125,17.67116980768005
Finland,FIN,2018,8.274969860876492,5.994387595644428,19.006429755894278,0.1289257737346885,8.343084394347095,7.234569946201132,32.569744092377455,18.447888580924428
Finland,FIN,2019,6.639159922458589,6.155032138976716,18.09034554414513,0.1335117656061258,9.066235323336716,5.844454502432076,35.22168573584509,18.849575067199545
France,FRA,2017,2.3051046202260213,7.283231896783013,8.991789107823,1.723661418499313,4.4255460930963455,2.118896362674106,71.63742457802724,1.514345922870951
France,FRA,2018,1.4606123717791415,5.3106498781377445,11.334715836242816,1.834944670075956,4.965366992501917,1.8456856746079304,71.69497897250214,1.5530456041523568
France,FRA,2019,0.7810487933634661,6.653051591981203,10.139399761088717,2.2246720184886493,5.947045145487003,2.0586217077800355,70.61287750404492,1.583283477766022
Germany,DEU,2017,37.2434017595308,13.381694705973146,3.117765087204816,6.081185368112363,16.31424602562124,4.182744250655966,11.776508720481557,7.902454082420126
Germany,DEU,2018,35.8016943834327,12.94320677753373,2.8239723878255414,7.1854408534672105,17.257609036711642,4.047693755883277,11.923438970818951,8.016943834326954
Germany,DEU,2019,28.39874151349566,14.98592482199042,3.262129491637694,7.68339128994868,20.847822487166788,4.040404040404047,12.435833747309175,8.34575260804769
Greece,GRC,2017,34.001445582376064,31.034959429290364,7.1799800793022905,7.232400107050661,10.03280373945235,9.956652460289536,0.0,0.5617586022388943
Greece,GRC,2018,32.27481472338782,26.453403400632464,10.786560847045804,7.1190856865032766,11.832287339529834,10.944004556032182,0.0,0.5898434468687931
Greece,GRC,2019,24.434425469837805,32.303556911036694,8.551533682669914,7.951143498727404,14.478250389009595,11.653032484251115,0.0,0.6280575644676734
